risco,companyId,companyName,sourceUrl,matchedToken,score,numSourcesDaCompany,numJobsDaCompany,jobSourceId,observacao,amostraDoTexto
ALTA SUSPEITA,cmu19mlxj600no64jzvv89acu,SMARTFIT ESCOLA DE GINASTICA E DANCA S.A,https://tecnofit.gupy.io/,tecnofit,0.17,1,3,cmu19mlxq600po64j97q6rpb7,"Tecnofit e SaaS de gestao pra academias — pode ser fornecedor da Smartfit, nao a propria empresa; confirmar.","Banco de Talentos – Analista de Suporte e Customer Success Descricao da vaga Mais do que um sistema, a Tecnofit é um ecossistema desenvolvido &nbsp;para impulsionar o mercado fitness &nbsp;em diferent"
REVISAR MANUALMENTE,cmt27m5du53cco14j6hflazji,GRANDIP TRADING INTERMEDIACAO DE NEGOCIOS LTDA,https://gradus.gupy.io/,gradus,0.22,1,8,cmt27m5e553ceo14jpbdvqohc,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Dados Descricao da vaga A Gradus é uma consultoria de gestão brasileira de grande prestígio nacional e internacional, com quase 30 anos de história, reconhecida pela qualidade de seus prof"
REVISAR MANUALMENTE,cmt27m5cc53c9o14jix2ir25y,AGE SERVICOS DE INFORMATICA LTDA,https://ilhaservicetecnologia.pandape.com.br/,ilhaservicetecnologia,0.13,1,56,cmt27m5cl53cbo14jmmgrnb5m,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"ANALISTA DE SUPORTE I ANALISTA DE SUPORTE I Local de Trabalho: Taboão da Serra/SP (Jardim Pedro Goncalves) | Presencial Horário de Trabalho: Das 09:00h às 18:00h Contratação CLT Remuneração: R$2.547,"
REVISAR MANUALMENTE,cmt27m5ey53cfo14jvtmhq36n,FISERV DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,https://pagbrasil.gupy.io/,pagbrasil,0.18,1,5,cmt27m5f853cho14juy5mwt1c,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Product Manager Descricao da vaga Você está pronto para um novo desafio em um ambiente acolhedor, dinâmico e flexível? Estamos em busca de um(a) Product Manager&nbsp; para integrar nosso time e atuar "
REVISAR MANUALMENTE,cmt0kx3mr009fsw4j9vwgng4g,CAPRICCHE,https://sparteo.teamtailor.com/,sparteo,0.00,1,1,cmt0kx3my009hsw4jljjm64d4,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Lead Data Engineer Sparteo is an independent suite of AI-powered advertising technologies built on sustainable, sovereign infrastructure. Since 2018, we’ve been reshaping programmatic advertising to"
REVISAR MANUALMENTE,cmtmvnyhukedkrp4j8esxc33i,DATARISK. IO SOLUCOES ANALITICAS E TECNOLOGICAS SA,https://grupoitg.gupy.io/,grupoitg,0.07,1,2,cmtmvnyi3kedmrp4j7d157rj0,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Sistemas – Soluções e Requisitos Descricao da vaga 🌎 Quem nós somos Pioneiro na distribuição de software de Analytics no Brasil, O Grupo ITG nasceu há mais de 35 anos e hoje é formado por"
REVISAR MANUALMENTE,cmtmvnyxkkeeqrp4jke789ji8,3STRUCTURE IT LTDA,https://a3consultoria.gupy.io/,a3consultoria,0.04,1,1,cmtmvnyxskeesrp4jp0e2u34y,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Engenheiro Orçamentista Descricao da vaga A A3 Consultoria atua em âmbito nacional apoiando organizações no desenvolvimento de pessoas e negócios, com foco em decisões estratégicas e resultados susten"
REVISAR MANUALMENTE,cmt27m71253h9o14jcj7c478p,STREAMCO DISTRIBUICAO DE VIDEO BRASIL LTDA,https://grupocvlb.gupy.io/,grupocvlb,0.00,1,6,cmt27m71a53hbo14jdm68h6xp,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"CVLB | ESPECIALISTA DE ENGENHARIA DE DADOS Descricao da vaga Como é trabalhar no GRUPO CVLB? Somos uma empresa inclusiva e diversa, cheia de oportunidades de crescimento, clima alegre e descontraído ."
REVISAR MANUALMENTE,cmt27m6qc53g9o14j7ylo2st3,TATA CONSULTANCY SERVICES DO BRASIL LTDA,https://talentosconsultoria.pandape.com.br/,talentosconsultoria,0.30,1,8,cmt27m6qk53gbo14jyw4inpr7,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Marketing Digital ANALISTA DE MARKETING E NOVOS NEGÓCIOS ?? Local: Pavuna – Rio de Janeiro/RJ ?? Contratação: CLT Se você é um profissional de Marketing que gosta de pensar em estratégias,"
REVISAR MANUALMENTE,cmsxt5z3d2akcnf4j79mt6gkh,BLANVER S/A,https://alberblanc.teamtailor.com/,alberblanc,0.32,1,2,cmsxt5z3o2akenf4jstlig9ko,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Data Engineer As a Data Engineer at Alber Blanc, you will be responsible for working with orchestrators and databases together with our Machine Learning team.Strong Python, deep understanding of libra"
REVISAR MANUALMENTE,cmtmvnz85kefkrp4jg3dnlogt,KEYPAY SERVICOS TECNOLOGICOS LTDA,https://agendaassessoria.gupy.io/,agendaassessoria,0.05,1,7,cmtmvnz8ckefmrp4jwovborof,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Dados - 155264 Descricao da vaga Na Agenda Assessoria , acreditamos que pessoas talentosas são protagonistas na construção de soluções que fortalecem a gestão previdenciária e promovem res"
REVISAR MANUALMENTE,cmt0g81rf6f84pd4jlbe1tqvp,REFRIGERANTES POTY,https://dolly.gupy.io/,dolly,0.00,1,1,cmt0g81rp6f86pd4jpdhdv5vl,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Coordenador Comercial- SALESFORCE Descricao da vaga Estamos em busca de um(a) Coordenador(a) Comercial para fortalecer nossa equipe! Se você possui experiência em liderança comercial, gestão de equipe"
REVISAR MANUALMENTE,cmt2s7apz60ceo14jxw0d4nx7,SUPERCAMPO S.A - EM LIQUIDACAO,https://supergasbras.gupy.io/,supergasbras,0.24,1,1,cmt2s7aq660cgo14jhefmkbpa,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista em Garantia de Qualidade (QA) Sênior Descricao da vaga A Supergasbras é uma empresa do grupo holandês SHV Energy, líder mundial na distribuição de Gás liquefeito de Petróleo (GLP), com mais d"
REVISAR MANUALMENTE,cmt2s7b1j60deo14jgoaikqyd,BOSSABOX MARKETPLACE LTDA,https://looqbox.gupy.io/,looqbox,0.18,1,3,cmt2s7b1q60dgo14jrm60et2b,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Dados e BI (Python/SQL - Remoto) Descricao da vaga O Looqbox é uma ferramenta de inteligência artificial que transforma os dados das empresas em ação. Como Analista de Dados e BI , você se"
REVISAR MANUALMENTE,cmt2s7asi60cno14jt4jp5bg3,ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,https://evoluservices.gupy.io/,evoluservices,0.14,1,3,cmt2s7asv60cpo14jxtcyrz3u,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Pessoa Desenvolvedora de Software IOS Júnior (Remota) - Exclusiva para Mulheres Descricao da vaga Sobre a Evoluservices:&nbsp; Somos&nbsp;a principal fintech de meios de pagamento na área da Saúde e s
REVISAR MANUALMENTE,cmtnbwm1rkpbprp4jxt89w3hi,SION TECNOLOGIA E CONSULTORIA EM INFORMATICA LTDA.,https://viaflow.gupy.io/,viaflow,0.05,1,7,cmtnbwm1ykpbrrp4jzf6dhz3y,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Cosourcing | Pessoa Desenvolvedora Fullstack Sênior (React/Nest) Descricao da vaga Na Viaflow, conectamos talentos de elite a projetos que transformam o mercado. Estamos em busca de uma Pessoa Desenvo"
REVISAR MANUALMENTE,cmt2s7b7s60dwo14jn7smsasp,INDABAND BRASIL PLATAFORMA DIGITAL LTDA,https://pipeimob.gupy.io/,pipeimob,0.00,1,4,cmt2s7b7z60dyo14jfynp1k0k,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"DevOps Engineer Descricao da vaga Estamos em busca de uma pessoa DevOps Engineer Pleno para atuar no desenho, implementação e evolução da infraestrutura que sustenta nossos serviços e aplicações. Essa"
REVISAR MANUALMENTE,cmt2s7beu60eho14jrxblvwit,LINCROS SOLUCOES EM SOFTWARE S.A,https://solinftec.gupy.io/,solinftec,0.18,1,6,cmt2s7bf160ejo14j9sqxi0pt,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"DESENVOLVEDOR DE EDGE AI | HOME OFFICE Descricao da vaga Junte-se à Revolução Tecnológica no Agronegócio com a Solinftec! A Solinftec é uma líder global em tecnologia para o agronegócio, desenvolvendo"
REVISAR MANUALMENTE,cmt2s7bmr60f8o14jfhp3w1i1,EASYCARRO SERVICOS DE TECNOLOGIA LTDA,https://tecnoservicetecnologiaemservicosltda.pandape.com.br/,tecnoservicetecnologiaemservicosltda,0.38,1,1,cmt2s7bmz60fao14jj46erch8,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Desenvolvedor(a) Desktop C# .NET - Pleno A TECNOSERVICE TECNOLOGIA EM SERVICOS LTDA oferece uma oportunidade para Desenvolvedor(a) Desktop C# .NET - Pleno Funções Desenvolver aplicações desktop utiliz
REVISAR MANUALMENTE,cmu2novbiaybpnx4jr5utxxub,TECNORED DESENVOLVIMENTO TECNOLOGICO S.A.,https://tecnosonda.gupy.io/,tecnosonda,0.30,1,2,cmu2novbpaybrnx4jo6xf8o8r,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Engenheiro Descricao da vaga A Tecnosonda está contratando um(a) Engenheiro(a) para atuar como responsável técnico e gestor(a) de contrato em serviços de manutenção industrial para atuação em indústri
REVISAR MANUALMENTE,cmt2s7c3h60gbo14jwglqrsni,QUALIREDE CONSULTORIA EMPRESARIAL LTDA,https://qualidados.gupy.io/,qualidados,0.28,1,6,cmt2s7c3o60gdo14jo9g08bf0,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Engenheiro Fiscal de Poços - Banco de Talentos (RJ) Descricao da vaga Você quer fazer parte da equipe Qualidados? Procuramos por profissionais com conhecimento e experiência na área, com perfil proati"
REVISAR MANUALMENTE,cmt2s7c2g60g8o14j8tyek96w,"""STOPCLUB TECNOLOGIA",https://grupotecnoset.gupy.io/,grupotecnoset,0.17,1,2,cmt2s7c2n60gao14j36q0gprm,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Suporte Téc. I Descricao da vaga A TECHUB é reconhecida por atuar no mercado desde 1990, sempre se preocupando em atender todas as demandas com excelência, respeitando clientes, Colaborado"
REVISAR MANUALMENTE,cmt2s7ccl60h8o14j4o32jvhd,MOTRIX PLATAFORMAS DE APRENDIZAGEM S.A.,https://motriz.gupy.io/,motriz,0.48,1,1,cmt2s7ccs60hao14j6j297ddq,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Monitoramento, Avaliação e Pesquisa Sênior (foco em Tecnologia e Dados) Descricao da vaga Venha fazer parte do nosso time e contribuir com a geração de impacto social em escala no Brasil! "
REVISAR MANUALMENTE,cmtnbwmxakpeprp4j0opi3js9,ENGELUMEN ENERGIA E TECNOLOGIA LTDA.,https://engeform.gupy.io/,engeform,0.24,1,6,cmtnbwmxgkperrp4jsdfufa44,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Engenheiro (a) Segurança do Trabalho Senior Descricao da vaga Seguindo o Princípio de que “tudo que merece ser feito, merece ser bem feito“, desde 1976 a Engeform Engenharia atua em diversos segmentos"
REVISAR MANUALMENTE,cmsxt5zir2alonf4jwhxtztyl,CNC (BRENNAND CIMENTOS),https://cimentonacional.gupy.io/,cimentonacional,0.34,1,4,cmsxt5ziy2alqnf4jgxfibz3i,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Sistemas Sr Descricao da vaga Na Cimento Nacional, temos o propósito de sustentar o desenvolvimento da sociedade. Nosso cimento é símbolo de solidez e compromisso com o futuro. Aqui, além "
REVISAR MANUALMENTE,cmtnbwn33kpfarp4jeg1i395m,HYPERLOCAL SERVICOS DE TECNOLOGIA LTDA,https://hyperativa.gupy.io/,hyperativa,0.27,1,2,cmtnbwn39kpfcrp4jaxb5ofu8,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Desenvolvedor Back-end .NET Pleno Descricao da vaga Aqui na Hyperativa acreditamos que inovar é possível! Por isso, promovemos sempre as melhores soluções para clientes e parceiros em projetos de CRM "
REVISAR MANUALMENTE,cmtoe1baj0015pf4jmlgzj29p,APONTADOR BUSCA LOCAL LTDA.,https://innovarecursoshumanosltda.pandape.com.br/,innovarecursoshumanosltda,0.08,1,4,cmtoe1bar0017pf4jkbfaydff,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista de Cadastro de Produtos A Innova Recursos Humanos ltda busca um Analista de Cadastro de Produtos para atuar em nossa sede. Funções Gerenciar o cadastro de produtos Coordenar a entrada de dado
REVISAR MANUALMENTE,cmt27m63m53efo14jk22yetzt,LUIZALABS COMPUTACAO E SISTEMAS DE INFORMACAO LTDA,https://luzagroup.gupy.io/,luzagroup,0.15,1,4,cmt27m63x53eho14j86jslcxb,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,BDR (Business Development Representative) - Tecnologia/São Paulo (Banco de Talentos) Descricao da vaga Venha fazer parte de um ecossistema vivo onde o futuro dos negócios é criado e vivido todos os di
REVISAR MANUALMENTE,cmtoe1coc005npf4jfgenbdps,PROCESSOR SOLUCOES TECNOLOGICAS PARA NEGOCIOS LTDA,https://populos.gupy.io/,populos,0.09,1,4,cmtoe1cok005ppf4jimynjvls,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Network & Security Descricao da vaga A POPULOS é especialista e líder na América Latina em soluções de End-User Computing, Infraestrutura e Cloud. Nossas soluções permitem que dados e apli"
REVISAR MANUALMENTE,cmt0kx3oy009lsw4j6rb2mwp5,SIMM EMPREENDIMENTOS,https://simetrica.gupy.io/,simetrica,0.22,1,1,cmt0kx3p6009nsw4jao8hwh5m,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Arquiteto(a) Descricao da vaga A Simétrica, com mais de 50 anos de expertise no setor da construção civil, é reconhecida pela excelência em seus projetos e pela atuação ética e responsável. Ao longo d"
REVISAR MANUALMENTE,cmt0kx2u2007fsw4j9a7rz634,INSTITUTO MARIA SCHMITT,https://grupomarista.gupy.io/,grupomarista,0.24,1,6,cmt0kx2ud007hsw4jnus6e403,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Consultor(a) de Inteligência de Dados - Foco em Engenharia de Dados Descricao da vaga A gerência de Inteligência de Dados é o pilar para a transformação do Grupo Marista em uma organização orientada p
REVISAR MANUALMENTE,cmt0g82fa6f97pd4j395864qt,TRAMONTINA FARROUPILHA,https://soprano.gupy.io/,soprano,0.08,1,2,cmt0g82fk6f99pd4jah44qdhh,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista de Desenvolvimento de Produto SR - Foco em Elétrica Descricao da vaga Buscamos profissionais que transformem conhecimento técnico em soluções inovadoras. Se você tem experiência em desenvolvi
REVISAR MANUALMENTE,cmsxkv8c91gotnf4jpnnk5xra,CONSTRUTORA APIA,https://viaappia.gupy.io/,viaappia,0.36,1,7,cmsxkv8cm1govnf4jnsqew9ga,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Dados Pleno | Corporativo Descricao da vaga Na Via Appia, acreditamos que cada pessoa tem um papel único na construção de um futuro melhor. Valorizamos profissionais que querem crescer, in"
REVISAR MANUALMENTE,cmsxcfkpy001wnf4jqkub90vq,SAO LUIZ - ANALIA FRANCO,https://iplace.gupy.io/,iplace,0.00,1,18,cmsxcfkq6001ynf4jmqlekc3z,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista Técnico Tecnologia iPlace - São Paulo/SP (Shopping Anália Franco) Descricao da vaga Vamos juntos fazer do Grupo Herval cada vez maior? O Grupo Herval é uma empresa gaúcha fundada em 1959. Com
REVISAR MANUALMENTE,cmtvkcqu9hlmzrs4jtg7o19yf,BRIDGE COMUNICACAO E INFORMATICA SCP,https://spcbrasil.gupy.io/,spcbrasil,0.09,1,5,cmtvkcqughln1rs4jizknzu6q,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Arquiteto(a) de Soluções Descricao da vaga O SPC Brasil é uma organização de Gestão e Inteligência de Dados e oferecemos soluções a consumidores e empresários com o objetivo de facilitar a realização 
REVISAR MANUALMENTE,cmtvkcr02hlnqrs4jfg2tpnna,KAPTURE SOLUCOES E TECNOLOGIAS LTDA,https://kapres.teamtailor.com/,kapres,0.33,1,12,cmtvkcr0dhlnsrs4jlzhh5tb8,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Consultor SAP FI Desde Kapres Technology estamos buscando un Consultor SAP FI para un cliente internacional del sector farmacéutico. Somos una empresa consultora especializada en ciberseguridad, aut"
REVISAR MANUALMENTE,cmsxt5wr02ae9nf4j8wf3pjs4,SINOSCAR,https://gruposinosserra.gupy.io/,gruposinosserra,0.23,1,2,cmsxt5wr82aebnf4jrqr4gked,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Infraestrutura TI Descricao da vaga A história do Grupo Sinosserra começa em 1947: Visão de mercado, qualidade e credibilidade transformaram uma pequena revenda de automóveis em um dos mai"
REVISAR MANUALMENTE,cmt0nvmos0c29sw4juyrvae2q,CONSTRUTORA LYTORANEA,https://baptistaleal.gupy.io/,baptistaleal,0.12,1,2,cmt0nvmp00c2bsw4jpwbgudp4,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Desenvolvedor(a) de Automação e Agentes de IA - Pleno Descricao da vaga O Grupo Baptista Leal é um grupo da construção civil, sediado em Recife/PE, que está vivendo uma importante transformação digita"
REVISAR MANUALMENTE,cmt0kx3cz008osw4jnl6zocdf,ENGIBRAS,https://engbras.gupy.io/,engbras,0.46,1,8,cmt0kx3dc008qsw4jqsy0mfdt,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista do Produto - PMP Descricao da vaga Planejamento de montagem e atualização dos veículos protótipos; Liberação técnica de projetos; Analisar listas BOM e listas base a partir de PDM; Realizar r
REVISAR MANUALMENTE,cmtvkcrcxhlpkrs4jmv87v1cr,NOESIS CONSULTORIA E PROGRAMACAO DE SISTEMAS INFORMATICOS LTDA.,https://smarthis.gupy.io/,smarthis,0.10,1,13,cmtvkcrd1hlpmrs4jdz2hua59,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Negócios e Projetos Pleno | Business Analyst Descricao da vaga Quem somos: A&nbsp;Smarthis&nbsp;é referência em&nbsp;transformação digital na América Latina, com atuação em mais de&nbsp;25"
REVISAR MANUALMENTE,cmsxt60he2aoinf4jfa0aqm2c,BETTANIN,https://inbetta.gupy.io/,inbetta,0.46,1,2,cmsxt60hs2aoknf4j29v6t1q8,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Infraestrutura - TIC Descricao da vaga Você gosta de gerar soluções criativas com entregas de qualidade? Já pensou em atuar em uma empresa sólida , com marcas líderes em seus mercados?&nbs"
REVISAR MANUALMENTE,cmsxijxvd19m7nf4jguhvlkec,BARTOFIL DISTRIBUIDORA,https://nazaria.gupy.io/,nazaria,0.09,1,4,cmsxijxvo19m9nf4japzgcau6,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Suporte em E-commerce | Teresina - PI CSC Descricao da vaga A Nazária Distribuidora faz parte do Grupo Jorge Batista, que há 75 anos trabalha com dedicação, excelência e responsabilidade p"
REVISAR MANUALMENTE,cmtxdov2r0wq5lk4ja0ghqp06,FIDECORP GARANTIAS LTDA,https://juntoseguros.gupy.io/,juntoseguros,0.06,1,3,cmtxdov2w0wq7lk4jjs3x9sdr,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Coordenador/a de Segurança da Informação - SecOps Descricao da vaga Olá! Somos a Junto Seguros!&nbsp; Referência em Seguro Garantia e Fiança Locatícia no Brasil!&nbsp; Temos mais de 30 anos de atuação
REVISAR MANUALMENTE,cmt0g80dy6f5dpd4j1czcxmis,ELEB EQUIPAMENTOS,https://grupoep.gupy.io/,grupoep,0.00,1,1,cmt0g80eb6f5fpd4jo3akuvby,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista de Segurança do Trabalho Jr. – Guarulhos/SP Descricao da vaga 🌎&nbsp; Sobre o Grupo EP Estamos felizes em saber do seu interesse em fazer parte do Grupo EP! Somos referência em soluções ambi
REVISAR MANUALMENTE,cmu19mkd35zwwo64jurr1liyu,ASPEX CONSTRUTORA E INCORPORADORA LTDA,https://rottas.gupy.io/,rottas,0.13,1,2,cmu19mkd95zwyo64jlcwcsw1n,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,Analista de Desenvolvimento de Produto Descricao da vaga Você sabia que um dos maiores sonhos dos brasileiros é o de adquirir o seu próprio imóvel? A Rottas Construtora e Incorporadora está no mercado
REVISAR MANUALMENTE,cmu19mlyg600qo64jsydm3ahp,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPACOES S.A.,https://argenta.gupy.io/,argenta,0.27,1,4,cmu19mlyo600so64jlzebaquk,Sem base de conhecimento suficiente para classificar automaticamente — verificar se e nome fantasia legitimo ou fonte errada.,"Analista de Suporte de TI Júnior | ARGENTA Descricao da vaga A ARGENTA é um ecossistema de energia, mobilidade, serviços e varejo que há 40 anos cresce com coragem, visão e proximidade. Reunimos 14 em"
